Start_Station,End_Station,Distance_km,Fare_INR
Vajarahalli,Jayanagar,8.4,30
Vajarahalli,Rashtriya Vidyalaya Road,7.2,30
Vajarahalli,Banashankari,6.0,30
Vajarahalli,Jayaprakash Nagar,4.8,20
Vajarahalli,Yelachenahalli,3.6,20
Vajarahalli,Konanakunte Cross,2.4,20
Vajarahalli,Doddakallasandra,1.2,10
Vajarahalli,Vajarahalli,0.0,10
Vajarahalli,Thalaghattapura,1.2,10
Vajarahalli,Silk Institute,2.4,20
Vajarahalli,Ragigudda,8.4,30
Vajarahalli,Jayadeva Hospital,9.6,30
Vajarahalli,BTM Layout,10.8,40
Vajarahalli,Central Silk Board,12.0,40
Vajarahalli,Bommanahalli,13.2,40
Vajarahalli,Hongasandra,14.4,40
Vajarahalli,Kudlu Gate,15.6,50
Vajarahalli,Singasandra,16.8,50
Vajarahalli,Hosa Road,18.0,50
Vajarahalli,Beratena Agrahara,19.2,50
Vajarahalli,Electronic City,20.4,60
Vajarahalli,Infosys Foundation Konappana Agrahara,21.6,60
Vajarahalli,Huskur Road,22.8,60
Vajarahalli,Biocon Hebbagodi,24.0,60
Vajarahalli,Delta Electronics Bommasandra,25.2,90
Vajarahalli,Bommasandra,26.4,90
Thalaghattapura,Challaghatta,37.2,90
Thalaghattapura,Kengeri Bus Terminal,36.0,90
Thalaghattapura,Kengeri,34.8,90
Thalaghattapura,Pattanagere,33.6,90
Thalaghattapura,Jnanabharathi,32.4,90
Thalaghattapura,Rajarajeshwari Nagar,31.2,90
Thalaghattapura,RR Nagar,30.0,90
Thalaghattapura,Nayandahalli,28.8,90
Thalaghattapura,Pantharapalya – Nayandahalli,27.6,90
Thalaghattapura,Mysuru Road,26.4,90
Thalaghattapura,Deepanjali Nagar,25.2,90
Thalaghattapura,Attiguppe,24.0,60
Thalaghattapura,Vijayanagar,22.8,60
Thalaghattapura,Hosahalli,21.6,60
Thalaghattapura,"Sri Balagangadharanatha Swamiji Station, Hosahalli",20.4,60
Thalaghattapura,Magadi Road,19.2,50
Thalaghattapura,Krantiveera Sangolli Rayanna Railway Station,18.0,50
Thalaghattapura,Majestic (Nadaprabhu Kempegowda),16.8,50
Thalaghattapura,Sir M. Visvesvaraya,18.0,50
Thalaghattapura,Vidhana Soudha,19.2,50
Thalaghattapura,Cubbon Park,20.4,60
Thalaghattapura,Mahatma Gandhi Road,21.6,60
Thalaghattapura,Trinity,22.8,60
Thalaghattapura,Halasuru,24.0,60
Thalaghattapura,Indiranagar,25.2,90
Thalaghattapura,Swami Vivekananda Road,26.4,90
Thalaghattapura,Baiyyappanahalli,27.6,90
Thalaghattapura,Bennigana Halli,28.8,90
Thalaghattapura,Krishnarajapura,30.0,90
Thalaghattapura,Singayyanapalya,31.2,90
Thalaghattapura,Garudacharpalya,32.4,90
Thalaghattapura,Hoodi,33.6,90
Thalaghattapura,Seetharamapalya,34.8,90
Thalaghattapura,Kundalahalli,36.0,90
Thalaghattapura,Nallurhalli,37.2,90
Thalaghattapura,Sri Sathya Sai Hospital,38.4,90
Thalaghattapura,Pattandur Agrahara,39.6,90
Thalaghattapura,Kadugodi Tree Park,40.8,90
Thalaghattapura,Channasandra,42.0,90
Thalaghattapura,Whitefield (Kadugodi),43.2,90
Thalaghattapura,Madavara,36.0,90
Thalaghattapura,Chikkabidarakallu,34.8,90
Thalaghattapura,Manjunath Nagar,33.6,90
Thalaghattapura,Nagasandra,32.4,90
Thalaghattapura,Dasarahalli,31.2,90
Thalaghattapura,Jalahalli,30.0,90
Thalaghattapura,Peenya Industry,28.8,90
Thalaghattapura,Peenya,27.6,90
Thalaghattapura,Goraguntepalya,26.4,90
Thalaghattapura,Yeshwanthpur,25.2,90
Thalaghattapura,Sandal Soap Factory,24.0,60
Thalaghattapura,Mahalakshmi,22.8,60
Thalaghattapura,Rajajinagar,21.6,60
Thalaghattapura,Kuvempu Road,20.4,60
Thalaghattapura,Srirampura,19.2,50
Thalaghattapura,Mantri Square Sampige Road,18.0,50
Thalaghattapura,Chickpete,15.6,50
Thalaghattapura,Krishna Rajendra Market,14.4,40
Thalaghattapura,National College,13.2,40
Thalaghattapura,Lalbagh,12.0,40
Thalaghattapura,South End Circle,10.8,40
Thalaghattapura,Jayanagar,9.6,30
Thalaghattapura,Rashtriya Vidyalaya Road,8.4,30
Thalaghattapura,Banashankari,7.2,30
Thalaghattapura,Jayaprakash Nagar,6.0,30
Thalaghattapura,Yelachenahalli,4.8,20
Thalaghattapura,Konanakunte Cross,3.6,20
Thalaghattapura,Doddakallasandra,2.4,20
Thalaghattapura,Vajarahalli,1.2,10
Thalaghattapura,Thalaghattapura,0.0,10
Thalaghattapura,Silk Institute,1.2,10
Thalaghattapura,Ragigudda,9.6,30
Thalaghattapura,Jayadeva Hospital,10.8,40
Thalaghattapura,BTM Layout,12.0,40
Thalaghattapura,Central Silk Board,13.2,40
Thalaghattapura,Bommanahalli,14.4,40
Thalaghattapura,Hongasandra,15.6,50
Thalaghattapura,Kudlu Gate,16.8,50
Thalaghattapura,Singasandra,18.0,50
Thalaghattapura,Hosa Road,19.2,50
Thalaghattapura,Beratena Agrahara,20.4,60
Thalaghattapura,Electronic City,21.6,60
Thalaghattapura,Infosys Foundation Konappana Agrahara,22.8,60
Thalaghattapura,Huskur Road,24.0,60
Thalaghattapura,Biocon Hebbagodi,25.2,90
Thalaghattapura,Delta Electronics Bommasandra,26.4,90
Thalaghattapura,Bommasandra,27.6,90
Silk Institute,Challaghatta,38.4,90
Silk Institute,Kengeri Bus Terminal,37.2,90
Silk Institute,Kengeri,36.0,90
Silk Institute,Pattanagere,34.8,90
Silk Institute,Jnanabharathi,33.6,90
Silk Institute,Rajarajeshwari Nagar,32.4,90
Silk Institute,RR Nagar,31.2,90
Silk Institute,Nayandahalli,30.0,90
Silk Institute,Pantharapalya – Nayandahalli,28.8,90
Silk Institute,Mysuru Road,27.6,90
Silk Institute,Deepanjali Nagar,26.4,90
Silk Institute,Attiguppe,25.2,90
Silk Institute,Vijayanagar,24.0,60
Silk Institute,Hosahalli,22.8,60
Silk Institute,"Sri Balagangadharanatha Swamiji Station, Hosahalli",21.6,60
Silk Institute,Magadi Road,20.4,60
Silk Institute,Krantiveera Sangolli Rayanna Railway Station,19.2,50
Silk Institute,Majestic (Nadaprabhu Kempegowda),18.0,50
Silk Institute,Sir M. Visvesvaraya,19.2,50
Silk Institute,Vidhana Soudha,20.4,60
Silk Institute,Cubbon Park,21.6,60
Silk Institute,Mahatma Gandhi Road,22.8,60
Silk Institute,Trinity,24.0,60
Silk Institute,Halasuru,25.2,90
Silk Institute,Indiranagar,26.4,90
Silk Institute,Swami Vivekananda Road,27.6,90
Silk Institute,Baiyyappanahalli,28.8,90
Silk Institute,Bennigana Halli,30.0,90
Silk Institute,Krishnarajapura,31.2,90
Silk Institute,Singayyanapalya,32.4,90
Silk Institute,Garudacharpalya,33.6,90
Silk Institute,Hoodi,34.8,90
Silk Institute,Seetharamapalya,36.0,90
Silk Institute,Kundalahalli,37.2,90
Silk Institute,Nallurhalli,38.4,90
Silk Institute,Sri Sathya Sai Hospital,39.6,90
Silk Institute,Pattandur Agrahara,40.8,90
Silk Institute,Kadugodi Tree Park,42.0,90
Silk Institute,Channasandra,43.2,90
Silk Institute,Whitefield (Kadugodi),44.4,90
Silk Institute,Madavara,37.2,90
Silk Institute,Chikkabidarakallu,36.0,90
Silk Institute,Manjunath Nagar,34.8,90
Silk Institute,Nagasandra,33.6,90
Silk Institute,Dasarahalli,32.4,90
Silk Institute,Jalahalli,31.2,90
Silk Institute,Peenya Industry,30.0,90
Silk Institute,Peenya,28.8,90
Silk Institute,Goraguntepalya,27.6,90
Silk Institute,Yeshwanthpur,26.4,90
Silk Institute,Sandal Soap Factory,25.2,90
Silk Institute,Mahalakshmi,24.0,60
Silk Institute,Rajajinagar,22.8,60
Silk Institute,Kuvempu Road,21.6,60
Silk Institute,Srirampura,20.4,60
Silk Institute,Mantri Square Sampige Road,19.2,50
Silk Institute,Chickpete,16.8,50
Silk Institute,Krishna Rajendra Market,15.6,50
Silk Institute,National College,14.4,40
Silk Institute,Lalbagh,13.2,40
Silk Institute,South End Circle,12.0,40
Silk Institute,Jayanagar,10.8,40
Silk Institute,Rashtriya Vidyalaya Road,9.6,30
Silk Institute,Banashankari,8.4,30
Silk Institute,Jayaprakash Nagar,7.2,30
Silk Institute,Yelachenahalli,6.0,30
Silk Institute,Konanakunte Cross,4.8,20
Silk Institute,Doddakallasandra,3.6,20
Silk Institute,Vajarahalli,2.4,20
Silk Institute,Thalaghattapura,1.2,10
Silk Institute,Silk Institute,0.0,10
Silk Institute,Ragigudda,10.8,40
Silk Institute,Jayadeva Hospital,12.0,40
Silk Institute,BTM Layout,13.2,40
Silk Institute,Central Silk Board,14.4,40
Silk Institute,Bommanahalli,15.6,50
Silk Institute,Hongasandra,16.8,50
Silk Institute,Kudlu Gate,18.0,50
Silk Institute,Singasandra,19.2,50
Silk Institute,Hosa Road,20.4,60
Silk Institute,Beratena Agrahara,21.6,60
Silk Institute,Electronic City,22.8,60
Silk Institute,Infosys Foundation Konappana Agrahara,24.0,60
Silk Institute,Huskur Road,25.2,90
Silk Institute,Biocon Hebbagodi,26.4,90
Silk Institute,Delta Electronics Bommasandra,27.6,90
Silk Institute,Bommasandra,28.8,90
Ragigudda,Challaghatta,30.0,90
Ragigudda,Kengeri Bus Terminal,28.8,90
Ragigudda,Kengeri,27.6,90
Ragigudda,Pattanagere,26.4,90
Ragigudda,Jnanabharathi,25.2,90
Ragigudda,Rajarajeshwari Nagar,24.0,60
Ragigudda,RR Nagar,22.8,60
Ragigudda,Nayandahalli,21.6,60
Ragigudda,Pantharapalya – Nayandahalli,20.4,60
Ragigudda,Mysuru Road,19.2,50
Ragigudda,Deepanjali Nagar,18.0,50
Ragigudda,Attiguppe,16.8,50
Ragigudda,Vijayanagar,15.6,50
Ragigudda,Hosahalli,14.4,40
Ragigudda,"Sri Balagangadharanatha Swamiji Station, Hosahalli",13.2,40
Ragigudda,Magadi Road,12.0,40
Ragigudda,Krantiveera Sangolli Rayanna Railway Station,10.8,40
Ragigudda,Majestic (Nadaprabhu Kempegowda),9.6,30
Ragigudda,Sir M. Visvesvaraya,10.8,40
Ragigudda,Vidhana Soudha,12.0,40
Ragigudda,Cubbon Park,13.2,40
Ragigudda,Mahatma Gandhi Road,14.4,40
Ragigudda,Trinity,15.6,50
Ragigudda,Halasuru,16.8,50
Ragigudda,Indiranagar,18.0,50
Ragigudda,Swami Vivekananda Road,19.2,50
Ragigudda,Baiyyappanahalli,20.4,60
Ragigudda,Bennigana Halli,21.6,60
Ragigudda,Krishnarajapura,22.8,60
Ragigudda,Singayyanapalya,24.0,60
Ragigudda,Garudacharpalya,25.2,90
Ragigudda,Hoodi,26.4,90
Ragigudda,Seetharamapalya,27.6,90
Ragigudda,Kundalahalli,28.8,90
Ragigudda,Nallurhalli,30.0,90
Ragigudda,Sri Sathya Sai Hospital,31.2,90
Ragigudda,Pattandur Agrahara,32.4,90
Ragigudda,Kadugodi Tree Park,33.6,90
Ragigudda,Channasandra,34.8,90
Ragigudda,Whitefield (Kadugodi),36.0,90
Ragigudda,Madavara,28.8,90
Ragigudda,Chikkabidarakallu,27.6,90
Ragigudda,Manjunath Nagar,26.4,90
Ragigudda,Nagasandra,25.2,90
Ragigudda,Dasarahalli,24.0,60
Ragigudda,Jalahalli,22.8,60
Ragigudda,Peenya Industry,21.6,60
Ragigudda,Peenya,20.4,60
Ragigudda,Goraguntepalya,19.2,50
Ragigudda,Yeshwanthpur,18.0,50
Ragigudda,Sandal Soap Factory,16.8,50
Ragigudda,Mahalakshmi,15.6,50
Ragigudda,Rajajinagar,14.4,40
Ragigudda,Kuvempu Road,13.2,40
Ragigudda,Srirampura,12.0,40
Ragigudda,Mantri Square Sampige Road,10.8,40
Ragigudda,Chickpete,8.4,30
Ragigudda,Krishna Rajendra Market,7.2,30
Ragigudda,National College,6.0,30
Ragigudda,Lalbagh,4.8,20
Ragigudda,South End Circle,3.6,20
Ragigudda,Jayanagar,2.4,20
Ragigudda,Rashtriya Vidyalaya Road,1.2,10
Ragigudda,Banashankari,2.4,20
Ragigudda,Jayaprakash Nagar,3.6,20
Ragigudda,Yelachenahalli,4.8,20
Ragigudda,Konanakunte Cross,6.0,30
Ragigudda,Doddakallasandra,7.2,30
Ragigudda,Vajarahalli,8.4,30
Ragigudda,Thalaghattapura,9.6,30
Ragigudda,Silk Institute,10.8,40
Ragigudda,Ragigudda,0.0,10
Ragigudda,Jayadeva Hospital,1.2,10
Ragigudda,BTM Layout,2.4,20
Ragigudda,Central Silk Board,3.6,20
Ragigudda,Bommanahalli,4.8,20
Ragigudda,Hongasandra,6.0,30
Ragigudda,Kudlu Gate,7.2,30
Ragigudda,Singasandra,8.4,30
Ragigudda,Hosa Road,9.6,30
Ragigudda,Beratena Agrahara,10.8,40
Ragigudda,Electronic City,12.0,40
Ragigudda,Infosys Foundation Konappana Agrahara,13.2,40
Ragigudda,Huskur Road,14.4,40
Ragigudda,Biocon Hebbagodi,15.6,50
Ragigudda,Delta Electronics Bommasandra,16.8,50
Ragigudda,Bommasandra,18.0,50
Jayadeva Hospital,Challaghatta,31.2,90
Jayadeva Hospital,Kengeri Bus Terminal,30.0,90
Jayadeva Hospital,Kengeri,28.8,90
Jayadeva Hospital,Pattanagere,27.6,90
Jayadeva Hospital,Jnanabharathi,26.4,90
Jayadeva Hospital,Rajarajeshwari Nagar,25.2,90
Jayadeva Hospital,RR Nagar,24.0,60
Jayadeva Hospital,Nayandahalli,22.8,60
Jayadeva Hospital,Pantharapalya – Nayandahalli,21.6,60
Jayadeva Hospital,Mysuru Road,20.4,60
Jayadeva Hospital,Deepanjali Nagar,19.2,50
Jayadeva Hospital,Attiguppe,18.0,50
Jayadeva Hospital,Vijayanagar,16.8,50
Jayadeva Hospital,Hosahalli,15.6,50
Jayadeva Hospital,"Sri Balagangadharanatha Swamiji Station, Hosahalli",14.4,40
Jayadeva Hospital,Magadi Road,13.2,40
Jayadeva Hospital,Krantiveera Sangolli Rayanna Railway Station,12.0,40
Jayadeva Hospital,Majestic (Nadaprabhu Kempegowda),10.8,40
Jayadeva Hospital,Sir M. Visvesvaraya,12.0,40
Jayadeva Hospital,Vidhana Soudha,13.2,40
Jayadeva Hospital,Cubbon Park,14.4,40
Jayadeva Hospital,Mahatma Gandhi Road,15.6,50
Jayadeva Hospital,Trinity,16.8,50
Jayadeva Hospital,Halasuru,18.0,50
Jayadeva Hospital,Indiranagar,19.2,50
Jayadeva Hospital,Swami Vivekananda Road,20.4,60
Jayadeva Hospital,Baiyyappanahalli,21.6,60
Jayadeva Hospital,Bennigana Halli,22.8,60
Jayadeva Hospital,Krishnarajapura,24.0,60
Jayadeva Hospital,Singayyanapalya,25.2,90
Jayadeva Hospital,Garudacharpalya,26.4,90
Jayadeva Hospital,Hoodi,27.6,90
Jayadeva Hospital,Seetharamapalya,28.8,90
Jayadeva Hospital,Kundalahalli,30.0,90
Jayadeva Hospital,Nallurhalli,31.2,90
Jayadeva Hospital,Sri Sathya Sai Hospital,32.4,90
Jayadeva Hospital,Pattandur Agrahara,33.6,90
Jayadeva Hospital,Kadugodi Tree Park,34.8,90
Jayadeva Hospital,Channasandra,36.0,90
Jayadeva Hospital,Whitefield (Kadugodi),37.2,90
Jayadeva Hospital,Madavara,30.0,90
Jayadeva Hospital,Chikkabidarakallu,28.8,90
Jayadeva Hospital,Manjunath Nagar,27.6,90
Jayadeva Hospital,Nagasandra,26.4,90
Jayadeva Hospital,Dasarahalli,25.2,90
Jayadeva Hospital,Jalahalli,24.0,60
Jayadeva Hospital,Peenya Industry,22.8,60
Jayadeva Hospital,Peenya,21.6,60
Jayadeva Hospital,Goraguntepalya,20.4,60
Jayadeva Hospital,Yeshwanthpur,19.2,50
Jayadeva Hospital,Sandal Soap Factory,18.0,50
Jayadeva Hospital,Mahalakshmi,16.8,50
Jayadeva Hospital,Rajajinagar,15.6,50
Jayadeva Hospital,Kuvempu Road,14.4,40
Jayadeva Hospital,Srirampura,13.2,40
Jayadeva Hospital,Mantri Square Sampige Road,12.0,40
Jayadeva Hospital,Chickpete,9.6,30
Jayadeva Hospital,Krishna Rajendra Market,8.4,30
Jayadeva Hospital,National College,7.2,30
Jayadeva Hospital,Lalbagh,6.0,30
Jayadeva Hospital,South End Circle,4.8,20
Jayadeva Hospital,Jayanagar,3.6,20
Jayadeva Hospital,Rashtriya Vidyalaya Road,2.4,20
Jayadeva Hospital,Banashankari,3.6,20
Jayadeva Hospital,Jayaprakash Nagar,4.8,20
Jayadeva Hospital,Yelachenahalli,6.0,30
Jayadeva Hospital,Konanakunte Cross,7.2,30
Jayadeva Hospital,Doddakallasandra,8.4,30
Jayadeva Hospital,Vajarahalli,9.6,30
Jayadeva Hospital,Thalaghattapura,10.8,40
Jayadeva Hospital,Silk Institute,12.0,40
Jayadeva Hospital,Ragigudda,1.2,10
Jayadeva Hospital,Jayadeva Hospital,0.0,10
Jayadeva Hospital,BTM Layout,1.2,10
Jayadeva Hospital,Central Silk Board,2.4,20
Jayadeva Hospital,Bommanahalli,3.6,20
Jayadeva Hospital,Hongasandra,4.8,20
Jayadeva Hospital,Kudlu Gate,6.0,30
Jayadeva Hospital,Singasandra,7.2,30
Jayadeva Hospital,Hosa Road,8.4,30
Jayadeva Hospital,Beratena Agrahara,9.6,30
Jayadeva Hospital,Electronic City,10.8,40
Jayadeva Hospital,Infosys Foundation Konappana Agrahara,12.0,40
Jayadeva Hospital,Huskur Road,13.2,40
Jayadeva Hospital,Biocon Hebbagodi,14.4,40
Jayadeva Hospital,Delta Electronics Bommasandra,15.6,50
Jayadeva Hospital,Bommasandra,16.8,50
BTM Layout,Challaghatta,32.4,90
BTM Layout,Kengeri Bus Terminal,31.2,90
BTM Layout,Kengeri,30.0,90
BTM Layout,Pattanagere,28.8,90
BTM Layout,Jnanabharathi,27.6,90
BTM Layout,Rajarajeshwari Nagar,26.4,90
BTM Layout,RR Nagar,25.2,90
BTM Layout,Nayandahalli,24.0,60
BTM Layout,Pantharapalya – Nayandahalli,22.8,60
BTM Layout,Mysuru Road,21.6,60
BTM Layout,Deepanjali Nagar,20.4,60
BTM Layout,Attiguppe,19.2,50
BTM Layout,Vijayanagar,18.0,50
BTM Layout,Hosahalli,16.8,50
BTM Layout,"Sri Balagangadharanatha Swamiji Station, Hosahalli",15.6,50
BTM Layout,Magadi Road,14.4,40
BTM Layout,Krantiveera Sangolli Rayanna Railway Station,13.2,40
BTM Layout,Majestic (Nadaprabhu Kempegowda),12.0,40
BTM Layout,Sir M. Visvesvaraya,13.2,40
BTM Layout,Vidhana Soudha,14.4,40
BTM Layout,Cubbon Park,15.6,50
BTM Layout,Mahatma Gandhi Road,16.8,50
BTM Layout,Trinity,18.0,50
BTM Layout,Halasuru,19.2,50
BTM Layout,Indiranagar,20.4,60
BTM Layout,Swami Vivekananda Road,21.6,60
BTM Layout,Baiyyappanahalli,22.8,60
BTM Layout,Bennigana Halli,24.0,60
BTM Layout,Krishnarajapura,25.2,90
BTM Layout,Singayyanapalya,26.4,90
BTM Layout,Garudacharpalya,27.6,90
BTM Layout,Hoodi,28.8,90
BTM Layout,Seetharamapalya,30.0,90
BTM Layout,Kundalahalli,31.2,90
BTM Layout,Nallurhalli,32.4,90
BTM Layout,Sri Sathya Sai Hospital,33.6,90
BTM Layout,Pattandur Agrahara,34.8,90
BTM Layout,Kadugodi Tree Park,36.0,90
BTM Layout,Channasandra,37.2,90
BTM Layout,Whitefield (Kadugodi),38.4,90
BTM Layout,Madavara,31.2,90
BTM Layout,Chikkabidarakallu,30.0,90
BTM Layout,Manjunath Nagar,28.8,90
BTM Layout,Nagasandra,27.6,90
BTM Layout,Dasarahalli,26.4,90
BTM Layout,Jalahalli,25.2,90
BTM Layout,Peenya Industry,24.0,60
BTM Layout,Peenya,22.8,60
BTM Layout,Goraguntepalya,21.6,60
BTM Layout,Yeshwanthpur,20.4,60
BTM Layout,Sandal Soap Factory,19.2,50
BTM Layout,Mahalakshmi,18.0,50
BTM Layout,Rajajinagar,16.8,50
BTM Layout,Kuvempu Road,15.6,50
BTM Layout,Srirampura,14.4,40
BTM Layout,Mantri Square Sampige Road,13.2,40
BTM Layout,Chickpete,10.8,40
BTM Layout,Krishna Rajendra Market,9.6,30
BTM Layout,National College,8.4,30
BTM Layout,Lalbagh,7.2,30
BTM Layout,South End Circle,6.0,30
BTM Layout,Jayanagar,4.8,20
BTM Layout,Rashtriya Vidyalaya Road,3.6,20
BTM Layout,Banashankari,4.8,20
BTM Layout,Jayaprakash Nagar,6.0,30
BTM Layout,Yelachenahalli,7.2,30
BTM Layout,Konanakunte Cross,8.4,30
BTM Layout,Doddakallasandra,9.6,30
BTM Layout,Vajarahalli,10.8,40
BTM Layout,Thalaghattapura,12.0,40
BTM Layout,Silk Institute,13.2,40
BTM Layout,Ragigudda,2.4,20
BTM Layout,Jayadeva Hospital,1.2,10
BTM Layout,BTM Layout,0.0,10
BTM Layout,Central Silk Board,1.2,10
BTM Layout,Bommanahalli,2.4,20
BTM Layout,Hongasandra,3.6,20
BTM Layout,Kudlu Gate,4.8,20
BTM Layout,Singasandra,6.0,30
BTM Layout,Hosa Road,7.2,30
BTM Layout,Beratena Agrahara,8.4,30
BTM Layout,Electronic City,9.6,30
BTM Layout,Infosys Foundation Konappana Agrahara,10.8,40
BTM Layout,Huskur Road,12.0,40
BTM Layout,Biocon Hebbagodi,13.2,40
BTM Layout,Delta Electronics Bommasandra,14.4,40
BTM Layout,Bommasandra,15.6,50
Central Silk Board,Challaghatta,33.6,90
Central Silk Board,Kengeri Bus Terminal,32.4,90
Central Silk Board,Kengeri,31.2,90
Central Silk Board,Pattanagere,30.0,90
Central Silk Board,Jnanabharathi,28.8,90
Central Silk Board,Rajarajeshwari Nagar,27.6,90
Central Silk Board,RR Nagar,26.4,90
Central Silk Board,Nayandahalli,25.2,90
Central Silk Board,Pantharapalya – Nayandahalli,24.0,60
Central Silk Board,Mysuru Road,22.8,60
Central Silk Board,Deepanjali Nagar,21.6,60
Central Silk Board,Attiguppe,20.4,60
Central Silk Board,Vijayanagar,19.2,50
Central Silk Board,Hosahalli,18.0,50
Central Silk Board,"Sri Balagangadharanatha Swamiji Station, Hosahalli",16.8,50
Central Silk Board,Magadi Road,15.6,50
Central Silk Board,Krantiveera Sangolli Rayanna Railway Station,14.4,40
Central Silk Board,Majestic (Nadaprabhu Kempegowda),13.2,40
Central Silk Board,Sir M. Visvesvaraya,14.4,40
Central Silk Board,Vidhana Soudha,15.6,50
Central Silk Board,Cubbon Park,16.8,50
Central Silk Board,Mahatma Gandhi Road,18.0,50
Central Silk Board,Trinity,19.2,50
Central Silk Board,Halasuru,20.4,60
Central Silk Board,Indiranagar,21.6,60
Central Silk Board,Swami Vivekananda Road,22.8,60
Central Silk Board,Baiyyappanahalli,24.0,60
Central Silk Board,Bennigana Halli,25.2,90
Central Silk Board,Krishnarajapura,26.4,90
Central Silk Board,Singayyanapalya,27.6,90
Central Silk Board,Garudacharpalya,28.8,90
Central Silk Board,Hoodi,30.0,90
Central Silk Board,Seetharamapalya,31.2,90
Central Silk Board,Kundalahalli,32.4,90
Central Silk Board,Nallurhalli,33.6,90
Central Silk Board,Sri Sathya Sai Hospital,34.8,90
Central Silk Board,Pattandur Agrahara,36.0,90
Central Silk Board,Kadugodi Tree Park,37.2,90
Central Silk Board,Channasandra,38.4,90
Central Silk Board,Whitefield (Kadugodi),39.6,90
Central Silk Board,Madavara,32.4,90
Central Silk Board,Chikkabidarakallu,31.2,90
Central Silk Board,Manjunath Nagar,30.0,90
Central Silk Board,Nagasandra,28.8,90
Central Silk Board,Dasarahalli,27.6,90
Central Silk Board,Jalahalli,26.4,90
Central Silk Board,Peenya Industry,25.2,90
Central Silk Board,Peenya,24.0,60
Central Silk Board,Goraguntepalya,22.8,60
Central Silk Board,Yeshwanthpur,21.6,60
Central Silk Board,Sandal Soap Factory,20.4,60
Central Silk Board,Mahalakshmi,19.2,50
Central Silk Board,Rajajinagar,18.0,50
Central Silk Board,Kuvempu Road,16.8,50
Central Silk Board,Srirampura,15.6,50
Central Silk Board,Mantri Square Sampige Road,14.4,40
Central Silk Board,Chickpete,12.0,40
Central Silk Board,Krishna Rajendra Market,10.8,40
Central Silk Board,National College,9.6,30
Central Silk Board,Lalbagh,8.4,30
Central Silk Board,South End Circle,7.2,30
Central Silk Board,Jayanagar,6.0,30
Central Silk Board,Rashtriya Vidyalaya Road,4.8,20
Central Silk Board,Banashankari,6.0,30
Central Silk Board,Jayaprakash Nagar,7.2,30
Central Silk Board,Yelachenahalli,8.4,30
Central Silk Board,Konanakunte Cross,9.6,30
Central Silk Board,Doddakallasandra,10.8,40
Central Silk Board,Vajarahalli,12.0,40
Central Silk Board,Thalaghattapura,13.2,40
Central Silk Board,Silk Institute,14.4,40
Central Silk Board,Ragigudda,3.6,20
Central Silk Board,Jayadeva Hospital,2.4,20
Central Silk Board,BTM Layout,1.2,10
Central Silk Board,Central Silk Board,0.0,10
Central Silk Board,Bommanahalli,1.2,10
Central Silk Board,Hongasandra,2.4,20
Central Silk Board,Kudlu Gate,3.6,20
Central Silk Board,Singasandra,4.8,20
Central Silk Board,Hosa Road,6.0,30
Central Silk Board,Beratena Agrahara,7.2,30
Central Silk Board,Electronic City,8.4,30
Central Silk Board,Infosys Foundation Konappana Agrahara,9.6,30
Central Silk Board,Huskur Road,10.8,40
Central Silk Board,Biocon Hebbagodi,12.0,40
Central Silk Board,Delta Electronics Bommasandra,13.2,40
Central Silk Board,Bommasandra,14.4,40
Bommanahalli,Challaghatta,34.8,90
Bommanahalli,Kengeri Bus Terminal,33.6,90
Bommanahalli,Kengeri,32.4,90
Bommanahalli,Pattanagere,31.2,90
Bommanahalli,Jnanabharathi,30.0,90
Bommanahalli,Rajarajeshwari Nagar,28.8,90
Bommanahalli,RR Nagar,27.6,90
Bommanahalli,Nayandahalli,26.4,90
Bommanahalli,Pantharapalya – Nayandahalli,25.2,90
Bommanahalli,Mysuru Road,24.0,60
Bommanahalli,Deepanjali Nagar,22.8,60
Bommanahalli,Attiguppe,21.6,60
Bommanahalli,Vijayanagar,20.4,60
Bommanahalli,Hosahalli,19.2,50
Bommanahalli,"Sri Balagangadharanatha Swamiji Station, Hosahalli",18.0,50
Bommanahalli,Magadi Road,16.8,50
Bommanahalli,Krantiveera Sangolli Rayanna Railway Station,15.6,50
Bommanahalli,Majestic (Nadaprabhu Kempegowda),14.4,40
Bommanahalli,Sir M. Visvesvaraya,15.6,50
Bommanahalli,Vidhana Soudha,16.8,50
Bommanahalli,Cubbon Park,18.0,50
Bommanahalli,Mahatma Gandhi Road,19.2,50
Bommanahalli,Trinity,20.4,60
Bommanahalli,Halasuru,21.6,60
Bommanahalli,Indiranagar,22.8,60
Bommanahalli,Swami Vivekananda Road,24.0,60
Bommanahalli,Baiyyappanahalli,25.2,90
Bommanahalli,Bennigana Halli,26.4,90
Bommanahalli,Krishnarajapura,27.6,90
Bommanahalli,Singayyanapalya,28.8,90
Bommanahalli,Garudacharpalya,30.0,90
Bommanahalli,Hoodi,31.2,90
Bommanahalli,Seetharamapalya,32.4,90
Bommanahalli,Kundalahalli,33.6,90
Bommanahalli,Nallurhalli,34.8,90
Bommanahalli,Sri Sathya Sai Hospital,36.0,90
Bommanahalli,Pattandur Agrahara,37.2,90
Bommanahalli,Kadugodi Tree Park,38.4,90
Bommanahalli,Channasandra,39.6,90
Bommanahalli,Whitefield (Kadugodi),40.8,90
Bommanahalli,Madavara,33.6,90
Bommanahalli,Chikkabidarakallu,32.4,90
Bommanahalli,Manjunath Nagar,31.2,90
